year,A1,A2,A3
,label A1,label A2,label A3
1987,0,5014,0
1988,1,5122,16
1989,0,4773,5
1990,0,5091,7
1991,0,4822,10
1992,0,5112,4
1993,2,5127,15
1994,0,5172,1
1995,0,5025,3
1996,0,5111,7
1997,0,5114,2
1998,0,4889,16
1999,0,4922,3
2000,0,5172,2
2001,0,5006,5
2002,0,4631,6
2003,1,4768,12
2004,0,5111,2
2005,0,5120,2
2006,0,5027,5
2007,0,4844,1
2008,3,5372,23
2009,0,5191,2
2010,0,5322,1
2011,0,4947,0
2012,0,5224,3
2013,0,4910,5
2014,0,5069,5
2015,0,4750,0
2016,0,4865,6
2016
2017,0,4370,9
2018,0,4457,0
2019,0,4199,2
2020,0,3871,2
2021,0,4335,6
2022,1,4106,24
2023,1,4503,22
2024,0,4486,11
2025,0,4528,4
2026,1,4912,6
2027,0,4285,3
2028,0,4409,0
2029,0,4539,0
2030,0,4418,13
2031,0,4154,1
2032,1,4455,12
2033,0,4556,2
2034,0,4193,8
2035,0,4484,17
2036,0,4269,5
2037,0,4675,6
2038,0,4636,10
2039,0,4058,0
2040,2,4639,17
2041,0,4279,4
2042,0,4169,6
2043,0,4505,3
2044,0,4371,3
2045,0,4424,1
2046,0,4533,6
