year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,853,8,-85,2
1988,878,7,-116,8
1989,755,6,-47,5
1990,693,3,-75,11
1991,760,6,-127,8
1992,871,4,-175,8
1993,1004,5,-317,4
1994,719,6,-141,12
1995,909,5,-149,6
1996,857,5,-261,13
1997,816,5,-210,5
1998,796,4,-8,10
1999,684,4,-212,7
2000,994,9,-188,7
2001,609,6,-103,11
2002,811,7,-125,4
2003,962,4,-216,3
2004,575,2,-54,13
2005,1008,4,-209,1
2006,747,6,-119,7
2007,886,5,-66,6
2008,868,6,-161,7
2009,921,5,-86,4
2010,561,5,-95,4
2011,746,6,-116,8
2012,868,5,-169,5
2013,850,5,-168,7
2014,650,6,-127,16
2015,913,4,-159,7
2016,789,5,-118,6
2016
2017,1131,9,-230,3
2018,947,6,-128,2
2019,764,9,-26,7
2020,904,6,-17,8
2021,902,7,-107,7
2022,898,6,85,11
2023,999,8,-196,5
2024,1269,11,-160,7
2025,889,7,-73,2
2026,1017,8,-262,5
2027,1026,11,-83,1
2028,1056,9,-89,2
2029,1008,9,-230,1
2030,957,7,-200,0
2031,966,8,-90,2
2032,852,6,-151,1
2033,945,5,-170,1
2034,992,10,-84,2
2035,896,8,-20,5
2036,831,3,-81,1
2037,1035,8,14,3
2038,1098,9,-161,5
2039,979,7,-97,1
2040,875,8,-76,1
2041,1118,10,-125,4
2042,854,11,-24,7
2043,835,7,-139,1
2044,973,10,-63,4
2045,560,5,-57,2
2046,952,8,-73,3
