year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1600,10,-241,1
1988,1742,11,-334,1
1989,1512,9,-364,1
1990,1566,10,-108,2
1991,1838,13,-491,0
1992,1542,11,-304,2
1993,1478,11,-359,0
1994,1500,9,-369,4
1995,1748,9,-388,4
1996,1604,11,-369,7
1997,1662,11,-388,1
1998,1458,10,-338,7
1999,1794,11,-462,0
2000,1794,11,-323,0
2001,1684,10,-204,4
2002,1712,11,-362,1
2003,1430,10,-233,1
2004,1590,11,-343,1
2005,1699,12,-334,5
2006,1727,10,-347,4
2007,1544,11,-281,0
2008,1711,11,-325,3
2009,1387,11,-190,8
2010,1626,11,-241,0
2011,1746,11,-387,1
2012,1703,11,-405,1
2013,1540,9,-220,0
2014,1525,9,-295,2
2015,1646,10,-283,3
2016,1609,12,-355,0
2016
2017,1907,12,-443,7
2018,1616,10,-337,1
2019,1773,11,-375,0
2020,1956,12,-470,2
2021,1943,12,-508,0
2022,1845,12,-424,1
2023,1698,12,-534,1
2024,1675,11,-427,3
2025,1626,11,-366,2
2026,1709,10,-433,4
2027,1686,12,-476,3
2028,1948,10,-347,1
2029,1883,12,-617,1
2030,1988,11,-544,2
2031,1801,11,-385,3
2032,1892,12,-453,0
2033,1776,13,-350,0
2034,1969,12,-366,0
2035,2018,12,-400,0
2036,1843,12,-334,0
2037,1690,12,-373,3
2038,1836,11,-311,0
2039,1841,11,-435,0
2040,1879,12,-406,0
2041,1899,11,-426,0
2042,1969,13,-385,5
2043,1686,12,-376,0
2044,1876,13,-386,1
2045,1936,13,-367,10
2046,1639,11,-392,3
