year,A1,A2,A3
,label A1,label A2,label A3
1987,4,2907,44
1988,12,2701,82
1989,15,2888,77
1990,14,2995,98
1991,6,2982,71
1992,11,2796,78
1993,16,2602,133
1994,11,2750,101
1995,4,2648,47
1996,2,2606,44
1997,3,2759,46
1998,9,2763,61
1999,5,2843,58
2000,1,2637,28
2001,1,2816,30
2002,15,2822,106
2003,11,2975,69
2004,5,2653,40
2005,3,2811,37
2006,3,2841,22
2007,8,2708,74
2008,25,2959,153
2009,7,2868,51
2010,7,2738,52
2011,5,2777,34
2012,11,2760,78
2013,1,2721,28
2014,6,2743,51
2015,12,2648,82
2016,8,2560,72
2016
2017,14,2640,103
2018,17,2465,123
2019,11,2684,68
2020,23,2280,155
2021,4,2534,58
2022,10,2677,93
2023,17,2453,134
2024,14,2576,146
2025,17,2387,101
2026,18,2760,141
2027,17,2508,152
2028,19,2376,140
2029,15,2556,146
2030,12,2585,116
2031,13,2575,93
2032,12,2567,91
2033,7,2570,64
2034,7,2541,61
2035,28,2512,182
2036,31,2472,202
2037,10,2505,74
2038,29,2598,205
2039,19,2612,142
2040,13,2560,120
2041,12,2348,92
2042,10,2652,83
2043,8,2506,65
2044,10,2699,71
2045,12,2563,96
2046,2,2656,34
