year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1200,11,-288,2
1988,1056,10,-51,4
1989,1200,10,-153,10
1990,1361,10,-175,8
1991,1281,11,-319,0
1992,1145,11,-85,8
1993,1143,8,-414,0
1994,1103,9,-363,8
1995,1282,10,-141,1
1996,1218,10,-300,4
1997,1273,10,-257,1
1998,1223,11,-96,2
1999,1097,9,-383,6
2000,1227,10,-263,0
2001,926,9,-172,10
2002,1093,9,-224,1
2003,1125,11,-159,2
2004,1139,9,-186,2
2005,1076,9,-173,8
2006,1140,11,-167,1
2007,1318,10,-305,5
2008,1209,10,-70,4
2009,1200,9,-182,0
2010,1265,12,-203,0
2011,1247,11,-226,2
2012,1285,10,-178,4
2013,1145,10,-129,7
2014,1377,10,-180,5
2015,1167,10,-149,5
2016,1180,12,-190,4
2016
2017,1460,11,-335,5
2018,1337,11,-251,4
2019,1310,11,-258,10
2020,1394,11,-245,1
2021,1235,11,-249,1
2022,1251,12,-175,5
2023,1221,11,-314,5
2024,1275,10,-438,2
2025,1325,11,-188,0
2026,1321,11,-489,4
2027,1118,10,-148,1
2028,1338,10,-210,1
2029,1396,11,-418,7
2030,1525,12,-386,3
2031,1331,11,-205,14
2032,1390,10,-139,6
2033,1307,10,-144,1
2034,1436,9,-277,1
2035,1425,11,-235,1
2036,1394,11,-217,0
2037,1436,11,-176,0
2038,1491,10,-145,0
2039,1538,12,-261,3
2040,1464,12,-183,2
2041,1264,10,-334,5
2042,1307,10,-206,3
2043,1545,13,-230,0
2044,1474,10,-164,1
2045,1323,10,-258,7
2046,1591,13,-306,4
