year,A1,A2,A3
,label A1,label A2,label A3
1987,5,2897,41
1988,3,2752,36
1989,12,2991,68
1990,21,3275,152
1991,3,2603,29
1992,11,3048,67
1993,7,2967,73
1994,11,2847,82
1995,8,2981,63
1996,2,2621,51
1997,10,2734,76
1998,5,2933,46
1999,3,2779,40
2000,9,2950,75
2001,7,3127,49
2002,2,2501,37
2003,4,2823,41
2004,1,2827,33
2005,8,2738,46
2006,1,2841,13
2007,14,3017,89
2008,12,2974,106
2009,5,2695,45
2010,2,2896,36
2011,4,2828,40
2012,11,2901,72
2013,7,3264,68
2014,13,2747,90
2015,9,2933,57
2016,4,2624,31
2016
2017,4,2566,51
2018,9,2660,79
2019,6,2771,68
2020,11,2396,76
2021,4,2591,52
2022,17,2607,121
2023,2,2502,45
2024,0,2590,38
2025,5,2795,49
2026,14,2513,102
2027,7,2556,55
2028,3,2558,40
2029,9,2600,99
2030,7,2485,105
2031,4,2581,48
2032,14,2474,100
2033,14,2094,71
2034,19,2576,147
2035,15,2482,104
2036,13,2525,104
2037,11,2338,90
2038,14,2223,96
2039,15,2549,127
2040,16,2317,119
2041,14,2809,87
2042,11,2498,71
2043,13,2508,106
2044,12,2609,76
2045,17,2685,118
2046,40,2595,242
