year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,472,5,-45,5
1988,565,7,12,17
1989,575,3,-72,9
1990,715,7,-104,14
1991,501,6,-128,10
1992,417,3,-9,11
1993,681,5,-299,13
1994,549,7,-183,8
1995,301,3,50,24
1996,531,4,-192,21
1997,535,3,-123,14
1998,859,6,-74,8
1999,779,6,-77,2
2000,695,5,-6,8
2001,453,-1,-74,5
2002,737,6,-97,12
2003,746,5,-121,19
2004,515,8,-41,15
2005,583,4,-98,13
2006,811,4,-146,12
2007,764,8,-132,14
2008,622,6,-51,11
2009,835,4,-127,10
2010,617,3,-128,13
2011,620,3,-82,19
2012,648,7,-34,17
2013,710,5,-149,7
2014,742,6,-49,17
2015,772,5,-47,6
2016,593,3,-42,16
2016
2017,502,6,-51,12
2018,603,7,46,1
2019,857,7,7,8
2020,907,8,-174,8
2021,863,5,-122,13
2022,716,8,-12,5
2023,628,5,-38,12
2024,810,8,27,10
2025,890,7,-253,8
2026,643,9,-65,12
2027,1028,2,-275,3
2028,772,6,-141,8
2029,1005,6,-35,1
2030,760,8,-51,7
2031,780,7,-236,8
2032,903,5,-55,3
2033,680,4,-17,7
2034,700,6,-173,12
2035,628,7,-68,7
2036,922,7,-186,4
2037,786,7,-62,4
2038,583,2,-65,11
2039,620,6,-59,12
2040,578,4,-67,14
2041,904,8,-56,10
2042,936,6,-44,2
2043,821,7,-75,4
2044,672,7,-49,7
2045,1194,8,-209,4
2046,686,5,-36,12
