year,A1,A2,A3
,label A1,label A2,label A3
1987,2,3268,38
1988,1,3661,13
1989,8,3307,56
1990,3,3141,26
1991,0,3349,9
1992,0,3395,11
1993,2,3179,46
1994,0,3307,22
1995,0,3338,7
1996,2,3380,18
1997,1,3229,45
1998,0,3467,5
1999,0,3355,12
2000,0,3266,16
2001,0,3247,11
2002,2,3351,20
2003,0,3228,10
2004,3,3531,35
2005,1,3401,20
2006,4,3096,29
2007,3,3192,24
2008,6,3199,37
2009,4,3300,30
2010,0,3334,26
2011,1,3320,16
2012,1,3553,18
2013,2,3069,30
2014,2,3519,29
2015,2,2983,20
2016,3,3321,26
2016
2017,3,3080,27
2018,4,2992,33
2019,8,2806,66
2020,2,2865,17
2021,0,2791,13
2022,4,3112,35
2023,0,2881,21
2024,4,3009,49
2025,5,2949,48
2026,0,2934,6
2027,0,3010,9
2028,4,3332,26
2029,6,3088,42
2030,2,2854,40
2031,4,2525,34
2032,0,3031,17
2033,7,3011,57
2034,2,3146,37
2035,1,2882,34
2036,5,2918,44
2037,4,2945,58
2038,1,2864,30
2039,0,2758,22
2040,0,3096,8
2041,9,2933,66
2042,3,3023,29
2043,4,2910,25
2044,4,2813,32
2045,8,2773,37
2046,5,3040,40
