year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,835,9,114,1
1988,578,9,506,8
1989,863,10,377,15
1990,532,8,340,12
1991,529,5,264,15
1992,806,9,70,9
1993,641,6,244,3
1994,682,8,337,21
1995,783,6,105,7
1996,599,7,84,12
1997,666,11,112,11
1998,410,8,185,16
1999,720,9,254,17
2000,766,10,355,9
2001,626,8,226,15
2002,620,7,219,4
2003,577,6,272,9
2004,481,6,398,11
2005,712,8,274,7
2006,661,11,344,13
2007,548,6,301,15
2008,495,8,340,11
2009,998,9,225,9
2010,714,8,210,16
2011,807,8,256,7
2012,619,7,235,11
2013,778,9,376,14
2014,795,8,341,10
2015,973,7,173,0
2016,633,6,218,6
2016
2017,1006,9,208,9
2018,976,10,187,2
2019,959,7,206,12
2020,893,9,120,8
2021,864,6,180,7
2022,1095,11,-74,12
2023,1015,8,122,1
2024,838,11,101,9
2025,976,10,102,8
2026,999,12,264,0
2027,1367,13,115,1
2028,857,9,167,2
2029,1065,10,-42,4
2030,900,8,189,3
2031,882,10,280,6
2032,836,10,414,9
2033,1118,9,149,7
2034,1036,10,379,5
2035,1077,9,142,12
2036,686,9,189,9
2037,995,11,305,4
2038,1070,11,435,6
2039,810,14,402,17
2040,828,10,270,12
2041,927,8,286,1
2042,1313,11,318,7
2043,1050,9,211,6
2044,771,8,420,5
2045,1060,9,125,3
2046,1200,9,225,1
