year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1362,10,-255,5
1988,1271,12,-232,1
1989,1245,10,-321,1
1990,1401,10,-306,1
1991,1379,12,-335,8
1992,1242,9,-197,1
1993,1611,11,-439,1
1994,1410,10,-475,3
1995,1542,10,-255,1
1996,1397,11,-392,0
1997,1374,10,-473,1
1998,1295,10,-264,0
1999,1273,12,-416,0
2000,1316,10,-269,1
2001,1500,11,-268,0
2002,1461,11,-326,5
2003,1199,10,-263,0
2004,1265,11,-309,8
2005,1132,10,-278,3
2006,1248,11,-235,5
2007,1302,10,-302,1
2008,1178,10,-175,1
2009,1232,10,-290,5
2010,1325,11,-269,3
2011,1366,9,-329,0
2012,1280,10,-227,0
2013,1432,13,-160,1
2014,1387,11,-156,3
2015,1477,12,-221,9
2016,1369,11,-201,1
2016
2017,1663,14,-384,2
2018,1525,10,-414,1
2019,1675,13,-412,0
2020,1622,12,-355,1
2021,1556,13,-420,2
2022,1367,12,-268,3
2023,1582,11,-466,0
2024,1512,12,-532,2
2025,1412,13,-256,4
2026,1645,11,-428,0
2027,1823,13,-541,2
2028,1456,12,-282,4
2029,1544,13,-317,3
2030,1541,12,-428,2
2031,1550,12,-275,1
2032,1507,12,-390,0
2033,1613,12,-328,2
2034,1675,12,-418,5
2035,1537,12,-388,2
2036,1514,11,-374,0
2037,1554,12,-389,2
2038,1649,13,-388,2
2039,1658,13,-509,7
2040,1635,13,-330,0
2041,1763,13,-325,1
2042,1556,13,-406,1
2043,1513,12,-312,3
2044,1625,13,-472,2
2045,1693,11,-435,0
2046,1608,13,-408,0
