year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1005,8,-172,10
1988,1077,12,-74,13
1989,1125,9,-122,5
1990,885,9,-164,9
1991,1232,9,-235,2
1992,1232,9,-274,11
1993,1107,7,-378,2
1994,1050,10,-96,0
1995,1073,8,0,5
1996,1272,11,-294,8
1997,1424,10,-352,0
1998,1056,9,-133,6
1999,1122,8,-349,0
2000,1060,9,-273,6
2001,1041,9,-189,10
2002,1273,10,-206,1
2003,1315,10,-260,0
2004,1094,9,-256,15
2005,1233,9,-168,4
2006,1294,9,-202,3
2007,1209,10,-216,8
2008,1106,9,-209,3
2009,1064,7,-134,10
2010,1299,11,-278,5
2011,1231,7,-164,0
2012,1057,8,-133,3
2013,935,10,-145,10
2014,1370,9,-271,2
2015,1146,11,-168,20
2016,1182,10,-124,5
2016
2017,1269,10,-231,12
2018,1189,11,-107,11
2019,1171,8,-267,7
2020,1334,11,-287,5
2021,1615,11,-452,2
2022,1348,9,-210,1
2023,1353,11,-205,3
2024,1549,10,-396,4
2025,1456,9,-218,8
2026,1355,11,-377,2
2027,1522,9,-422,5
2028,1535,9,-218,1
2029,1570,12,-489,3
2030,1238,10,-391,6
2031,1311,11,-211,2
2032,1240,11,-231,17
2033,1692,13,-342,0
2034,1578,9,-310,3
2035,1283,11,-204,6
2036,1477,10,-296,3
2037,1395,12,-262,9
2038,1347,10,-186,8
2039,1407,10,-271,7
2040,1509,11,-412,12
2041,1332,10,-335,6
2042,1338,10,-337,4
2043,1336,10,-155,13
2044,1051,9,-215,4
2045,1626,11,-336,3
2046,1385,9,-105,4
