year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1971,13,-341,0
1988,1945,12,-381,0
1989,1928,12,-415,2
1990,1755,12,-421,1
1991,1846,11,-448,0
1992,1852,12,-354,1
1993,1904,11,-502,1
1994,1819,13,-411,0
1995,2013,12,-359,0
1996,1883,13,-532,0
1997,2212,12,-475,0
1998,1975,11,-486,2
1999,1915,12,-563,0
2000,2138,12,-598,0
2001,1889,10,-413,2
2002,1787,13,-331,0
2003,2110,12,-352,0
2004,1860,12,-262,2
2005,2056,12,-412,1
2006,1729,12,-394,0
2007,2051,13,-402,0
2008,2039,12,-342,2
2009,1846,10,-414,0
2010,1960,12,-451,3
2011,1837,12,-348,0
2012,1919,12,-329,0
2013,1933,13,-353,0
2014,1876,12,-391,2
2015,1783,12,-371,2
2016,2076,12,-489,0
2016
2017,2378,14,-583,1
2018,2070,12,-436,0
2019,2207,16,-484,0
2020,2332,13,-576,0
2021,2220,14,-640,0
2022,2215,14,-394,0
2023,2292,14,-630,0
2024,2296,14,-460,0
2025,2282,14,-443,0
2026,2503,13,-709,0
2027,2237,13,-617,0
2028,2235,14,-564,2
2029,2267,17,-549,0
2030,2593,15,-601,0
2031,2149,15,-414,0
2032,2395,15,-581,0
2033,2301,16,-482,0
2034,2283,14,-513,1
2035,2389,15,-629,0
2036,2238,12,-533,0
2037,1951,12,-438,0
2038,2293,14,-484,0
2039,2240,15,-543,0
2040,2196,14,-514,0
2041,2215,14,-476,0
2042,2411,14,-557,0
2043,2332,14,-500,0
2044,2390,13,-443,0
2045,2186,14,-472,0
2046,2255,13,-383,1

min,1200,8,,0
max,2700,18,,8
steps,11,11,,9
decimal



