year,A1,A2,A3
,label A1,label A2,label A3
1987,42,2074,272
1988,56,1987,358
1989,34,2351,246
1990,20,2196,164
1991,36,1979,267
1992,40,2033,254
1993,30,2115,232
1994,29,2051,268
1995,55,2002,338
1996,41,1750,289
1997,56,1920,406
1998,43,1872,301
1999,25,1969,246
2000,35,1861,321
2001,39,1992,280
2002,29,2012,188
2003,45,1987,307
2004,27,1830,227
2005,52,2036,340
2006,36,2086,221
2007,52,1890,336
2008,64,2072,378
2009,30,2190,219
2010,54,1861,328
2011,28,2145,196
2012,33,2038,232
2013,42,1918,262
2014,35,2031,244
2015,25,2137,182
2016,48,1897,303
2016
2017,87,1610,468
2018,46,1587,311
2019,83,2022,498
2020,64,1862,417
2021,49,1422,394
2022,70,1691,421
2023,72,1811,518
2024,61,1754,464
2025,70,1714,492
2026,80,1449,597
2027,63,1841,478
2028,82,1653,458
2029,59,1698,470
2030,95,1729,714
2031,71,1859,446
2032,84,1745,529
2033,72,1672,446
2034,72,1751,482
2035,87,1934,561
2036,66,1851,434
2037,48,1613,313
2038,80,1702,462
2039,61,1874,423
2040,69,1698,434
2041,68,1691,454
2042,85,1979,550
2043,83,1798,504
2044,87,1777,534
2045,76,1609,463
2046,75,1631,499
