year,A1,A2,A3
,label A1,label A2,label A3
1987,55,2448,440
1988,50,2232,403
1989,77,2358,585
1990,98,1943,749
1991,50,1961,467
1992,45,1898,326
1993,81,2325,626
1994,66,2210,572
1995,72,2146,539
1996,79,2338,562
1997,52,2176,479
1998,71,2015,549
1999,76,2086,569
2000,58,2262,541
2001,73,2174,518
2002,73,2278,591
2003,51,2032,448
2004,62,2065,520
2005,81,2149,599
2006,60,2344,491
2007,47,2020,410
2008,97,2146,719
2009,65,2076,484
2010,62,2097,535
2011,85,2146,618
2012,64,2163,502
2013,88,2080,700
2014,31,1972,302
2015,56,2131,458
2016,26,2394,266
2016
2017,55,2439,440
2018,50,2212,403
2019,77,2335,585
2020,98,1940,749
2021,50,1960,467
2022,45,1870,326
2023,81,2317,626
2024,66,2198,572
2025,72,2128,539
2026,79,2332,562
2027,52,2145,479
2028,71,2004,549
2029,76,2076,569
2030,58,2255,541
2031,73,2173,518
2032,73,2233,591
2033,51,2019,448
2034,62,2065,520
2035,81,2145,599
2036,60,2328,491
2037,47,1970,410
2038,97,2129,719
2039,65,2057,484
2040,62,2097,535
2041,85,2138,618
2042,64,2153,502
2043,88,2079,700
2044,31,1969,302
2045,56,2131,458
2046,26,2385,266
