year,A1,A2,A3
,label A1,label A2,label A3
1987,2,4052,37
1988,0,3933,15
1989,4,3665,51
1990,4,4025,25
1991,11,4325,83
1992,0,4161,8
1993,3,4143,34
1994,6,4101,60
1995,1,4146,13
1996,3,3962,21
1997,3,4108,41
1998,3,4161,28
1999,3,4027,45
2000,3,4015,41
2001,0,3819,3
2002,6,3820,44
2003,0,3758,14
2004,5,3960,26
2005,5,4123,39
2006,7,3894,49
2007,17,4004,96
2008,2,4213,22
2009,8,4070,43
2010,8,3978,54
2011,1,3881,22
2012,5,4038,61
2013,3,3991,13
2014,7,3731,39
2015,3,3909,21
2016,13,3671,87
2016
2017,5,3455,63
2018,6,3754,35
2019,4,3388,31
2020,14,3358,67
2021,6,3402,70
2022,6,3787,40
2023,3,3836,49
2024,4,3612,35
2025,3,3669,38
2026,6,3880,49
2027,11,3629,87
2028,5,3668,34
2029,9,3823,69
2030,1,3287,16
2031,3,3501,38
2032,0,3757,40
2033,0,3597,16
2034,16,3475,90
2035,4,3543,42
2036,11,3509,67
2037,11,3600,59
2038,4,3505,41
2039,2,3680,28
2040,25,3824,139
2041,4,3373,32
2042,14,3430,93
2043,11,3594,82
2044,12,3623,83
2045,0,3375,10
2046,4,3486,29
