year,A1,A2,A3
,label A1,label A2,label A3
1987,5,3225,56
1988,6,3129,52
1989,12,3346,100
1990,4,3110,56
1991,5,2835,54
1992,21,3092,145
1993,2,2936,44
1994,2,3244,56
1995,1,3021,23
1996,11,3242,82
1997,1,3054,17
1998,0,3041,4
1999,1,3180,30
2000,8,3069,62
2001,13,2995,89
2002,4,3059,53
2003,0,3017,11
2004,12,3139,104
2005,5,3206,52
2006,9,3178,74
2007,4,3080,31
2008,4,3126,41
2009,3,3032,36
2010,3,3033,32
2011,5,2858,51
2012,0,3290,19
2013,1,2965,28
2014,6,2970,47
2015,17,3095,144
2016,2,3174,23
2016
2017,10,3028,73
2018,2,2916,43
2019,17,2580,108
2020,8,2917,40
2021,0,2989,34
2022,9,3036,66
2023,0,2699,21
2024,10,2966,88
2025,13,2668,102
2026,2,2798,67
2027,6,2581,53
2028,3,2740,33
2029,11,2867,108
2030,4,2733,59
2031,5,2697,56
2032,1,2887,34
2033,9,2664,88
2034,10,2698,91
2035,5,2715,41
2036,7,2894,63
2037,14,2824,100
2038,5,2748,69
2039,9,2737,92
2040,3,2697,45
2041,9,3045,70
2042,14,2674,92
2043,2,3035,39
2044,3,2821,74
2045,5,3071,49
2046,17,2906,131
